Index,MC,TYPE,SubChannel,Partition,Nibble,Bit,Offset,FieldName,Register,Field,Name,Name_Index,combined_string
2639,M2,DATA,B,2,0,3,x,Sum90OffsetTune,ddrd_n0_rxdq_ctl2_bit[3],M2_B_2_0_3_x_Sum90OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2639,&---M2---DATA---B---2---0---3---x---Sum90OffsetTune---ddrd_n0_rxdq_ctl2_bit[3]---M2_B_2_0_3_x_Sum90OffsetTune
2640,M2,DATA,B,2,1,0,x,Sum_rshunt,ddrd_n1_rxdq_ctl2_bit[0],M2_B_2_1_0_x_SumRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2640,&---M2---DATA---B---2---1---0---x---Sum_rshunt---ddrd_n1_rxdq_ctl2_bit[0]---M2_B_2_1_0_x_SumRshunt
2641,M2,DATA,B,2,1,0,x,Rdac_preampVoutcm,ddrd_n1_rxdq_ctl2_bit[0],M2_B_2_1_0_x_RdacPreampVoutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2641,&---M2---DATA---B---2---1---0---x---Rdac_preampVoutcm---ddrd_n1_rxdq_ctl2_bit[0]---M2_B_2_1_0_x_RdacPreampVoutcm
2642,M2,DATA,B,2,1,0,x,preamp_rshunt,ddrd_n1_rxdq_ctl2_bit[0],M2_B_2_1_0_x_PreampRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2642,&---M2---DATA---B---2---1---0---x---preamp_rshunt---ddrd_n1_rxdq_ctl2_bit[0]---M2_B_2_1_0_x_PreampRshunt
2643,M2,DATA,B,2,1,0,x,RdacSum0Voutcm,ddrd_n1_rxdq_ctl2_bit[0],M2_B_2_1_0_x_RdacSum0Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2643,&---M2---DATA---B---2---1---0---x---RdacSum0Voutcm---ddrd_n1_rxdq_ctl2_bit[0]---M2_B_2_1_0_x_RdacSum0Voutcm
2644,M2,DATA,B,2,1,0,x,RdacSum180Voutcm,ddrd_n1_rxdq_ctl2_bit[0],M2_B_2_1_0_x_RdacSum180Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2644,&---M2---DATA---B---2---1---0---x---RdacSum180Voutcm---ddrd_n1_rxdq_ctl2_bit[0]---M2_B_2_1_0_x_RdacSum180Voutcm
2645,M2,DATA,B,2,1,0,x,RdacSum270Voutcm,ddrd_n1_rxdq_ctl2_bit[0],M2_B_2_1_0_x_RdacSum270Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2645,&---M2---DATA---B---2---1---0---x---RdacSum270Voutcm---ddrd_n1_rxdq_ctl2_bit[0]---M2_B_2_1_0_x_RdacSum270Voutcm
2646,M2,DATA,B,2,1,0,x,RdacSum90Voutcm,ddrd_n1_rxdq_ctl2_bit[0],M2_B_2_1_0_x_RdacSum90Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2646,&---M2---DATA---B---2---1---0---x---RdacSum90Voutcm---ddrd_n1_rxdq_ctl2_bit[0]---M2_B_2_1_0_x_RdacSum90Voutcm
2647,M2,DATA,B,2,1,0,x,vref_ctl,ddrd_n1_rxdq_ctl2_bit[0],M2_B_2_1_0_x_VrefCtl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2647,&---M2---DATA---B---2---1---0---x---vref_ctl---ddrd_n1_rxdq_ctl2_bit[0]---M2_B_2_1_0_x_VrefCtl
2648,M2,DATA,B,2,1,0,x,Sum0OffsetTune,ddrd_n1_rxdq_ctl2_bit[0],M2_B_2_1_0_x_Sum0OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2648,&---M2---DATA---B---2---1---0---x---Sum0OffsetTune---ddrd_n1_rxdq_ctl2_bit[0]---M2_B_2_1_0_x_Sum0OffsetTune
2649,M2,DATA,B,2,1,0,x,Sum180OffsetTune,ddrd_n1_rxdq_ctl2_bit[0],M2_B_2_1_0_x_Sum180OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2649,&---M2---DATA---B---2---1---0---x---Sum180OffsetTune---ddrd_n1_rxdq_ctl2_bit[0]---M2_B_2_1_0_x_Sum180OffsetTune
2650,M2,DATA,B,2,1,0,x,Sum270OffsetTune,ddrd_n1_rxdq_ctl2_bit[0],M2_B_2_1_0_x_Sum270OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2650,&---M2---DATA---B---2---1---0---x---Sum270OffsetTune---ddrd_n1_rxdq_ctl2_bit[0]---M2_B_2_1_0_x_Sum270OffsetTune
2651,M2,DATA,B,2,1,0,x,Sum90OffsetTune,ddrd_n1_rxdq_ctl2_bit[0],M2_B_2_1_0_x_Sum90OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2651,&---M2---DATA---B---2---1---0---x---Sum90OffsetTune---ddrd_n1_rxdq_ctl2_bit[0]---M2_B_2_1_0_x_Sum90OffsetTune
2652,M2,DATA,B,2,1,1,x,Sum_rshunt,ddrd_n1_rxdq_ctl2_bit[1],M2_B_2_1_1_x_SumRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2652,&---M2---DATA---B---2---1---1---x---Sum_rshunt---ddrd_n1_rxdq_ctl2_bit[1]---M2_B_2_1_1_x_SumRshunt
2653,M2,DATA,B,2,1,1,x,Rdac_preampVoutcm,ddrd_n1_rxdq_ctl2_bit[1],M2_B_2_1_1_x_RdacPreampVoutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2653,&---M2---DATA---B---2---1---1---x---Rdac_preampVoutcm---ddrd_n1_rxdq_ctl2_bit[1]---M2_B_2_1_1_x_RdacPreampVoutcm
2654,M2,DATA,B,2,1,1,x,preamp_rshunt,ddrd_n1_rxdq_ctl2_bit[1],M2_B_2_1_1_x_PreampRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2654,&---M2---DATA---B---2---1---1---x---preamp_rshunt---ddrd_n1_rxdq_ctl2_bit[1]---M2_B_2_1_1_x_PreampRshunt
2655,M2,DATA,B,2,1,1,x,RdacSum0Voutcm,ddrd_n1_rxdq_ctl2_bit[1],M2_B_2_1_1_x_RdacSum0Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2655,&---M2---DATA---B---2---1---1---x---RdacSum0Voutcm---ddrd_n1_rxdq_ctl2_bit[1]---M2_B_2_1_1_x_RdacSum0Voutcm
2656,M2,DATA,B,2,1,1,x,RdacSum180Voutcm,ddrd_n1_rxdq_ctl2_bit[1],M2_B_2_1_1_x_RdacSum180Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2656,&---M2---DATA---B---2---1---1---x---RdacSum180Voutcm---ddrd_n1_rxdq_ctl2_bit[1]---M2_B_2_1_1_x_RdacSum180Voutcm
2657,M2,DATA,B,2,1,1,x,RdacSum270Voutcm,ddrd_n1_rxdq_ctl2_bit[1],M2_B_2_1_1_x_RdacSum270Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2657,&---M2---DATA---B---2---1---1---x---RdacSum270Voutcm---ddrd_n1_rxdq_ctl2_bit[1]---M2_B_2_1_1_x_RdacSum270Voutcm
2658,M2,DATA,B,2,1,1,x,RdacSum90Voutcm,ddrd_n1_rxdq_ctl2_bit[1],M2_B_2_1_1_x_RdacSum90Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2658,&---M2---DATA---B---2---1---1---x---RdacSum90Voutcm---ddrd_n1_rxdq_ctl2_bit[1]---M2_B_2_1_1_x_RdacSum90Voutcm
2659,M2,DATA,B,2,1,1,x,vref_ctl,ddrd_n1_rxdq_ctl2_bit[1],M2_B_2_1_1_x_VrefCtl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2659,&---M2---DATA---B---2---1---1---x---vref_ctl---ddrd_n1_rxdq_ctl2_bit[1]---M2_B_2_1_1_x_VrefCtl
2660,M2,DATA,B,2,1,1,x,Sum0OffsetTune,ddrd_n1_rxdq_ctl2_bit[1],M2_B_2_1_1_x_Sum0OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2660,&---M2---DATA---B---2---1---1---x---Sum0OffsetTune---ddrd_n1_rxdq_ctl2_bit[1]---M2_B_2_1_1_x_Sum0OffsetTune
2661,M2,DATA,B,2,1,1,x,Sum180OffsetTune,ddrd_n1_rxdq_ctl2_bit[1],M2_B_2_1_1_x_Sum180OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2661,&---M2---DATA---B---2---1---1---x---Sum180OffsetTune---ddrd_n1_rxdq_ctl2_bit[1]---M2_B_2_1_1_x_Sum180OffsetTune
2662,M2,DATA,B,2,1,1,x,Sum270OffsetTune,ddrd_n1_rxdq_ctl2_bit[1],M2_B_2_1_1_x_Sum270OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2662,&---M2---DATA---B---2---1---1---x---Sum270OffsetTune---ddrd_n1_rxdq_ctl2_bit[1]---M2_B_2_1_1_x_Sum270OffsetTune
2663,M2,DATA,B,2,1,1,x,Sum90OffsetTune,ddrd_n1_rxdq_ctl2_bit[1],M2_B_2_1_1_x_Sum90OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2663,&---M2---DATA---B---2---1---1---x---Sum90OffsetTune---ddrd_n1_rxdq_ctl2_bit[1]---M2_B_2_1_1_x_Sum90OffsetTune
2664,M2,DATA,B,2,1,2,x,Sum_rshunt,ddrd_n1_rxdq_ctl2_bit[2],M2_B_2_1_2_x_SumRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2664,&---M2---DATA---B---2---1---2---x---Sum_rshunt---ddrd_n1_rxdq_ctl2_bit[2]---M2_B_2_1_2_x_SumRshunt
2665,M2,DATA,B,2,1,2,x,Rdac_preampVoutcm,ddrd_n1_rxdq_ctl2_bit[2],M2_B_2_1_2_x_RdacPreampVoutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2665,&---M2---DATA---B---2---1---2---x---Rdac_preampVoutcm---ddrd_n1_rxdq_ctl2_bit[2]---M2_B_2_1_2_x_RdacPreampVoutcm
2666,M2,DATA,B,2,1,2,x,preamp_rshunt,ddrd_n1_rxdq_ctl2_bit[2],M2_B_2_1_2_x_PreampRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2666,&---M2---DATA---B---2---1---2---x---preamp_rshunt---ddrd_n1_rxdq_ctl2_bit[2]---M2_B_2_1_2_x_PreampRshunt
2667,M2,DATA,B,2,1,2,x,RdacSum0Voutcm,ddrd_n1_rxdq_ctl2_bit[2],M2_B_2_1_2_x_RdacSum0Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2667,&---M2---DATA---B---2---1---2---x---RdacSum0Voutcm---ddrd_n1_rxdq_ctl2_bit[2]---M2_B_2_1_2_x_RdacSum0Voutcm
2668,M2,DATA,B,2,1,2,x,RdacSum180Voutcm,ddrd_n1_rxdq_ctl2_bit[2],M2_B_2_1_2_x_RdacSum180Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2668,&---M2---DATA---B---2---1---2---x---RdacSum180Voutcm---ddrd_n1_rxdq_ctl2_bit[2]---M2_B_2_1_2_x_RdacSum180Voutcm
2669,M2,DATA,B,2,1,2,x,RdacSum270Voutcm,ddrd_n1_rxdq_ctl2_bit[2],M2_B_2_1_2_x_RdacSum270Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2669,&---M2---DATA---B---2---1---2---x---RdacSum270Voutcm---ddrd_n1_rxdq_ctl2_bit[2]---M2_B_2_1_2_x_RdacSum270Voutcm
2670,M2,DATA,B,2,1,2,x,RdacSum90Voutcm,ddrd_n1_rxdq_ctl2_bit[2],M2_B_2_1_2_x_RdacSum90Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2670,&---M2---DATA---B---2---1---2---x---RdacSum90Voutcm---ddrd_n1_rxdq_ctl2_bit[2]---M2_B_2_1_2_x_RdacSum90Voutcm
2671,M2,DATA,B,2,1,2,x,vref_ctl,ddrd_n1_rxdq_ctl2_bit[2],M2_B_2_1_2_x_VrefCtl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2671,&---M2---DATA---B---2---1---2---x---vref_ctl---ddrd_n1_rxdq_ctl2_bit[2]---M2_B_2_1_2_x_VrefCtl
2672,M2,DATA,B,2,1,2,x,Sum0OffsetTune,ddrd_n1_rxdq_ctl2_bit[2],M2_B_2_1_2_x_Sum0OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2672,&---M2---DATA---B---2---1---2---x---Sum0OffsetTune---ddrd_n1_rxdq_ctl2_bit[2]---M2_B_2_1_2_x_Sum0OffsetTune
2673,M2,DATA,B,2,1,2,x,Sum180OffsetTune,ddrd_n1_rxdq_ctl2_bit[2],M2_B_2_1_2_x_Sum180OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2673,&---M2---DATA---B---2---1---2---x---Sum180OffsetTune---ddrd_n1_rxdq_ctl2_bit[2]---M2_B_2_1_2_x_Sum180OffsetTune
2674,M2,DATA,B,2,1,2,x,Sum270OffsetTune,ddrd_n1_rxdq_ctl2_bit[2],M2_B_2_1_2_x_Sum270OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2674,&---M2---DATA---B---2---1---2---x---Sum270OffsetTune---ddrd_n1_rxdq_ctl2_bit[2]---M2_B_2_1_2_x_Sum270OffsetTune
2675,M2,DATA,B,2,1,2,x,Sum90OffsetTune,ddrd_n1_rxdq_ctl2_bit[2],M2_B_2_1_2_x_Sum90OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2675,&---M2---DATA---B---2---1---2---x---Sum90OffsetTune---ddrd_n1_rxdq_ctl2_bit[2]---M2_B_2_1_2_x_Sum90OffsetTune
2676,M2,DATA,B,2,1,3,x,Sum_rshunt,ddrd_n1_rxdq_ctl2_bit[3],M2_B_2_1_3_x_SumRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2676,&---M2---DATA---B---2---1---3---x---Sum_rshunt---ddrd_n1_rxdq_ctl2_bit[3]---M2_B_2_1_3_x_SumRshunt
2677,M2,DATA,B,2,1,3,x,Rdac_preampVoutcm,ddrd_n1_rxdq_ctl2_bit[3],M2_B_2_1_3_x_RdacPreampVoutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2677,&---M2---DATA---B---2---1---3---x---Rdac_preampVoutcm---ddrd_n1_rxdq_ctl2_bit[3]---M2_B_2_1_3_x_RdacPreampVoutcm
2678,M2,DATA,B,2,1,3,x,preamp_rshunt,ddrd_n1_rxdq_ctl2_bit[3],M2_B_2_1_3_x_PreampRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2678,&---M2---DATA---B---2---1---3---x---preamp_rshunt---ddrd_n1_rxdq_ctl2_bit[3]---M2_B_2_1_3_x_PreampRshunt
2679,M2,DATA,B,2,1,3,x,RdacSum0Voutcm,ddrd_n1_rxdq_ctl2_bit[3],M2_B_2_1_3_x_RdacSum0Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2679,&---M2---DATA---B---2---1---3---x---RdacSum0Voutcm---ddrd_n1_rxdq_ctl2_bit[3]---M2_B_2_1_3_x_RdacSum0Voutcm
2680,M2,DATA,B,2,1,3,x,RdacSum180Voutcm,ddrd_n1_rxdq_ctl2_bit[3],M2_B_2_1_3_x_RdacSum180Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2680,&---M2---DATA---B---2---1---3---x---RdacSum180Voutcm---ddrd_n1_rxdq_ctl2_bit[3]---M2_B_2_1_3_x_RdacSum180Voutcm
2681,M2,DATA,B,2,1,3,x,RdacSum270Voutcm,ddrd_n1_rxdq_ctl2_bit[3],M2_B_2_1_3_x_RdacSum270Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2681,&---M2---DATA---B---2---1---3---x---RdacSum270Voutcm---ddrd_n1_rxdq_ctl2_bit[3]---M2_B_2_1_3_x_RdacSum270Voutcm
2682,M2,DATA,B,2,1,3,x,RdacSum90Voutcm,ddrd_n1_rxdq_ctl2_bit[3],M2_B_2_1_3_x_RdacSum90Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2682,&---M2---DATA---B---2---1---3---x---RdacSum90Voutcm---ddrd_n1_rxdq_ctl2_bit[3]---M2_B_2_1_3_x_RdacSum90Voutcm
2683,M2,DATA,B,2,1,3,x,vref_ctl,ddrd_n1_rxdq_ctl2_bit[3],M2_B_2_1_3_x_VrefCtl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2683,&---M2---DATA---B---2---1---3---x---vref_ctl---ddrd_n1_rxdq_ctl2_bit[3]---M2_B_2_1_3_x_VrefCtl
2684,M2,DATA,B,2,1,3,x,Sum0OffsetTune,ddrd_n1_rxdq_ctl2_bit[3],M2_B_2_1_3_x_Sum0OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2684,&---M2---DATA---B---2---1---3---x---Sum0OffsetTune---ddrd_n1_rxdq_ctl2_bit[3]---M2_B_2_1_3_x_Sum0OffsetTune
